Date,Gas_prices
"Mar 16, 2015",3.356
"Mar 23, 2015",3.267
"Mar 30, 2015",3.209
"Apr 06, 2015",3.147
"Apr 13, 2015",3.102
"Apr 20, 2015",3.158
"Apr 27, 2015",3.433
"May 04, 2015",3.711
"May 11, 2015",3.732
"May 18, 2015",3.807
"May 25, 2015",3.757
"Jun 01, 2015",3.693
"Jun 08, 2015",3.591
"Jun 15, 2015",3.511
"Jun 22, 2015",3.48
"Jun 29, 2015",3.45
"Jul 06, 2015",3.432
"Jul 13, 2015",3.88
"Jul 20, 2015",3.897
"Jul 27, 2015",3.812
"Aug 03, 2015",3.724
"Aug 10, 2015",3.565
"Aug 17, 2015",3.584
"Aug 24, 2015",3.483
"Aug 31, 2015",3.342
"Sep 07, 2015",3.266
"Sep 14, 2015",3.155
"Sep 21, 2015",3.072
"Sep 28, 2015",2.994
"Oct 05, 2015",2.949
"Oct 12, 2015",2.914
"Oct 19, 2015",2.861
"Oct 26, 2015",2.847
"Nov 02, 2015",2.817
"Nov 09, 2015",2.824
"Nov 16, 2015",2.78
"Nov 23, 2015",2.716
"Nov 30, 2015",2.691
"Dec 07, 2015",2.679
"Dec 14, 2015",2.654
"Dec 21, 2015",2.736
"Dec 28, 2015",2.825
"Jan 04, 2016",2.875
"Jan 11, 2016",2.842
"Jan 18, 2016",2.712
"Jan 25, 2016",2.643
"Feb 01, 2016",2.551
"Feb 08, 2016",2.486
"Feb 15, 2016",2.378
"Feb 22, 2016",2.295
"Feb 29, 2016",2.406
"Mar 07, 2016",2.441
"Mar 14, 2016",2.596
"Mar 21, 2016",2.681
"Mar 28, 2016",2.782
"Apr 04, 2016",2.776
"Apr 11, 2016",2.75
"Apr 18, 2016",2.771
"Apr 25, 2016",2.775
"May 02, 2016",2.809
"May 09, 2016",2.786
"May 16, 2016",2.789
"May 23, 2016",2.804
"May 30, 2016",2.812
"Jun 06, 2016",2.84
"Jun 13, 2016",2.864
"Jun 20, 2016",2.866
"Jun 27, 2016",2.929
"Jul 04, 2016",2.91
"Jul 11, 2016",2.866
"Jul 18, 2016",2.858
"Jul 25, 2016",2.792
"Aug 01, 2016",2.725
"Aug 08, 2016",2.681
"Aug 15, 2016",2.643
"Aug 22, 2016",2.702
"Aug 29, 2016",2.709
"Sep 05, 2016",2.706
"Sep 12, 2016",2.753
"Sep 19, 2016",2.763
"Sep 26, 2016",2.764
"Oct 03, 2016",2.809
"Oct 10, 2016",2.799
"Oct 17, 2016",2.805
"Oct 24, 2016",2.798
"Oct 31, 2016",2.824
"Nov 07, 2016",2.809
"Nov 14, 2016",2.755
"Nov 21, 2016",2.69
"Nov 28, 2016",2.672
"Dec 05, 2016",2.682
"Dec 12, 2016",2.666
"Dec 19, 2016",2.67
"Dec 26, 2016",2.706
"Jan 02, 2017",2.779
"Jan 09, 2017",2.804
"Jan 16, 2017",2.794
"Jan 23, 2017",2.783
"Jan 30, 2017",2.791
"Feb 06, 2017",2.825
"Feb 13, 2017",2.874
"Feb 20, 2017",2.898
"Feb 27, 2017",2.956
"Mar 06, 2017",3
"Mar 13, 2017",3.005
"Mar 20, 2017",3.001
"Mar 27, 2017",2.998
"Apr 03, 2017",2.992
"Apr 10, 2017",3.008
"Apr 17, 2017",3.017
"Apr 24, 2017",3.017
"May 01, 2017",3.002
"May 08, 2017",2.986
"May 15, 2017",3.005
"May 22, 2017",3.094
"May 29, 2017",3.127
"Jun 05, 2017",3.104
"Jun 12, 2017",3.038
"Jun 19, 2017",2.996
"Jun 26, 2017",2.953
"Jul 03, 2017",2.946
"Jul 10, 2017",2.949
"Jul 17, 2017",2.934
"Jul 24, 2017",2.941
"Jul 31, 2017",2.981
"Aug 07, 2017",2.989
"Aug 14, 2017",3.014
"Aug 21, 2017",3.028
"Aug 28, 2017",3.035
"Sep 04, 2017",3.164
"Sep 11, 2017",3.186
"Sep 18, 2017",3.163
"Sep 25, 2017",3.143
"Oct 02, 2017",3.111
"Oct 09, 2017",3.083
"Oct 16, 2017",3.077
"Oct 23, 2017",3.064
"Oct 30, 2017",3.066
"Nov 06, 2017",3.243
"Nov 13, 2017",3.275
"Nov 20, 2017",3.222
"Nov 27, 2017",3.2
"Dec 04, 2017",3.16
"Dec 11, 2017",3.12
"Dec 18, 2017",3.106
"Dec 25, 2017",3.133
"Jan 01, 2018",3.148
"Jan 08, 2018",3.199
"Jan 15, 2018",3.196
"Jan 22, 2018",3.209
"Jan 29, 2018",3.296
"Feb 05, 2018",3.37
"Feb 12, 2018",3.358
"Feb 19, 2018",3.349
"Feb 26, 2018",3.36
"Mar 05, 2018",3.356
"Mar 12, 2018",3.392
"Mar 19, 2018",3.431
"Mar 26, 2018",3.487
"Apr 02, 2018",3.541
"Apr 09, 2018",3.522
"Apr 16, 2018",3.553
"Apr 23, 2018",3.567
"Apr 30, 2018",3.609
"May 07, 2018",3.632
"May 14, 2018",3.599
"May 21, 2018",3.618
"May 28, 2018",3.636
"Jun 04, 2018",3.632
"Jun 11, 2018",3.618
"Jun 18, 2018",3.591
"Jun 25, 2018",3.562
"Jul 02, 2018",3.546
"Jul 09, 2018",3.55
"Jul 16, 2018",3.535
"Jul 23, 2018",3.514
"Jul 30, 2018",3.505
"Aug 06, 2018",3.501
"Aug 13, 2018",3.491
"Aug 20, 2018",3.462
"Aug 27, 2018",3.471
"Sep 03, 2018",3.498
"Sep 10, 2018",3.513
"Sep 17, 2018",3.52
"Sep 24, 2018",3.527
"Oct 01, 2018",3.624
"Oct 08, 2018",3.707
"Oct 15, 2018",3.708
"Oct 22, 2018",3.709
"Oct 29, 2018",3.683
"Nov 05, 2018",3.644
"Nov 12, 2018",3.582
"Nov 19, 2018",3.526
"Nov 26, 2018",3.478
"Dec 03, 2018",3.399
"Dec 10, 2018",3.318
"Dec 17, 2018",3.271
"Dec 24, 2018",3.253
"Dec 31, 2018",3.219
"Jan 07, 2019",3.183
"Jan 14, 2019",3.161
"Jan 21, 2019",3.148
"Jan 28, 2019",3.13
"Feb 04, 2019",3.131
"Feb 11, 2019",3.155
"Feb 18, 2019",3.161
"Feb 25, 2019",3.184
"Mar 04, 2019",3.195
"Mar 11, 2019",3.223
"Mar 18, 2019",3.264
"Mar 25, 2019",3.389
"Apr 01, 2019",3.529
"Apr 08, 2019",3.718
"Apr 15, 2019",3.922
"Apr 22, 2019",3.948
"Apr 29, 2019",3.982
"May 06, 2019",4.006
"May 13, 2019",3.968
"May 20, 2019",3.934
"May 27, 2019",3.878
"Jun 03, 2019",3.83
"Jun 10, 2019",3.745
"Jun 17, 2019",3.678
"Jun 24, 2019",3.613
"Jul 01, 2019",3.621
"Jul 08, 2019",3.627
"Jul 15, 2019",3.605
"Jul 22, 2019",3.569
"Jul 29, 2019",3.551
"Aug 05, 2019",3.537
"Aug 12, 2019",3.487
"Aug 19, 2019",3.463
"Aug 26, 2019",3.44
"Sep 02, 2019",3.491
"Sep 09, 2019",3.494
"Sep 16, 2019",3.496
"Sep 23, 2019",3.613
"Sep 30, 2019",3.953
"Oct 07, 2019",4.091
"Oct 14, 2019",4.089
"Oct 21, 2019",4.03
"Oct 28, 2019",3.948
"Nov 04, 2019",3.953
"Nov 11, 2019",3.921
"Nov 18, 2019",3.847
"Nov 25, 2019",3.753
"Dec 02, 2019",3.674
"Dec 09, 2019",3.58
"Dec 16, 2019",3.508
"Dec 23, 2019",3.457
"Dec 30, 2019",3.438
"Jan 06, 2020",3.428
"Jan 13, 2020",3.419
"Jan 20, 2020",3.408
"Jan 27, 2020",3.388
"Feb 03, 2020",3.371
"Feb 10, 2020",3.366
"Feb 17, 2020",3.358
"Feb 24, 2020",3.36
"Mar 02, 2020",3.353
"Mar 09, 2020",3.325
"Mar 16, 2020",3.222
"Mar 23, 2020",3.066
"Mar 30, 2020",2.953
"Apr 06, 2020",2.872
"Apr 13, 2020",2.751
"Apr 20, 2020",2.7
"Apr 27, 2020",2.652
"May 04, 2020",2.635
"May 11, 2020",2.65
"May 18, 2020",2.688
"May 25, 2020",2.766
"Jun 01, 2020",2.798
"Jun 08, 2020",2.855
"Jun 15, 2020",2.891
"Jun 22, 2020",2.939
"Jun 29, 2020",2.963
"Jul 06, 2020",2.981
"Jul 13, 2020",3.022
"Jul 20, 2020",3.031
"Jul 27, 2020",3.049
"Aug 03, 2020",3.058
"Aug 10, 2020",3.054
"Aug 17, 2020",3.067
"Aug 24, 2020",3.092
"Aug 31, 2020",3.1
"Sep 07, 2020",3.106
"Sep 14, 2020",3.102
"Sep 21, 2020",3.086
"Sep 28, 2020",3.069
"Oct 05, 2020",3.061
"Oct 12, 2020",3.049
"Oct 19, 2020",3.047
"Oct 26, 2020",3.051
"Nov 02, 2020",3.033
"Nov 09, 2020",3.029
"Nov 16, 2020",3.027
"Nov 23, 2020",3.025
"Nov 30, 2020",3.032
"Dec 07, 2020",3.041
"Dec 14, 2020",3.04
"Dec 21, 2020",3.06
"Dec 28, 2020",3.085
"Jan 04, 2021",3.1
"Jan 11, 2021",3.145
"Jan 18, 2021",3.213
"Jan 25, 2021",3.245
"Feb 01, 2021",3.272
"Feb 08, 2021",3.316
"Feb 15, 2021",3.35
"Feb 22, 2021",3.451
"Mar 01, 2021",3.563
"Mar 08, 2021",3.638
"Mar 15, 2021",3.731
"Mar 22, 2021",3.76
"Mar 29, 2021",3.77
"Apr 05, 2021",3.787
"Apr 12, 2021",3.803
"Apr 19, 2021",3.835
"Apr 26, 2021",3.862
"May 03, 2021",3.906
"May 10, 2021",3.952
"May 17, 2021",3.981
"May 24, 2021",4.014
"May 31, 2021",4.057
"Jun 07, 2021",4.078
"Jun 14, 2021",4.086
"Jun 21, 2021",4.087
"Jun 28, 2021",4.126
"Jul 05, 2021",4.141
"Jul 12, 2021",4.165
"Jul 19, 2021",4.179
"Jul 26, 2021",4.174
"Aug 02, 2021",4.213
"Aug 09, 2021",4.234
"Aug 16, 2021",4.256
"Aug 23, 2021",4.232
"Aug 30, 2021",4.226
"Sep 06, 2021",4.227
"Sep 13, 2021",4.225
"Sep 20, 2021",4.217
"Sep 27, 2021",4.217
"Oct 04, 2021",4.241
"Oct 11, 2021",4.268
"Oct 18, 2021",4.339
"Oct 25, 2021",4.393
"Nov 01, 2021",4.439
"Nov 08, 2021",4.473
"Nov 15, 2021",4.532
"Nov 22, 2021",4.551
"Nov 29, 2021",4.554
"Dec 06, 2021",4.53
"Dec 13, 2021",4.513
"Dec 20, 2021",4.503
"Dec 27, 2021",4.485
"Jan 03, 2022",4.501
"Jan 10, 2022",4.503
"Jan 17, 2022",4.497
"Jan 24, 2022",4.486
"Jan 31, 2022",4.488
"Feb 07, 2022",4.507
"Feb 14, 2022",4.524
"Feb 21, 2022",4.57
"Feb 28, 2022",4.671
"Mar 07, 2022",5.187
"Mar 14, 2022",5.587
"Mar 21, 2022",5.71
"Mar 28, 2022",5.764
"Apr 04, 2022",5.714
"Apr 11, 2022",5.619
"Apr 18, 2022",5.545
"Apr 25, 2022",5.514
"May 02, 2022",5.526
"May 09, 2022",5.654
"May 16, 2022",5.793
"May 23, 2022",5.904
"May 30, 2022",5.993
"Jun 06, 2022",6.178
"Jun 13, 2022",6.271
"Jun 20, 2022",6.216
"Jun 27, 2022",6.138
"Jul 04, 2022",6.042
"Jul 11, 2022",5.903
"Jul 18, 2022",5.708
"Jul 25, 2022",5.573
"Aug 01, 2022",5.472
"Aug 08, 2022",5.298
"Aug 15, 2022",5.218
"Aug 22, 2022",5.146
"Aug 29, 2022",5.061
"Sep 05, 2022",5.053
"Sep 12, 2022",5.182
"Sep 19, 2022",5.239
"Sep 26, 2022",5.615
"Oct 03, 2022",6.213
"Oct 10, 2022",6.156
"Oct 17, 2022",5.847
"Oct 24, 2022",5.5
"Oct 31, 2022",5.311
"Nov 07, 2022",5.228
"Nov 14, 2022",5.21
"Nov 21, 2022",5.034
"Nov 28, 2022",4.813
"Dec 05, 2022",4.564
"Dec 12, 2022",4.352
"Dec 19, 2022",4.198
"Dec 26, 2022",4.155
"Jan 02, 2023",4.216
"Jan 09, 2023",4.228
"Jan 16, 2023",4.248
"Jan 23, 2023",4.276
"Jan 30, 2023",4.358
"Feb 06, 2023",4.414
"Feb 13, 2023",4.428
"Feb 20, 2023",4.518
"Feb 27, 2023",4.586
"Mar 06, 2023",4.704
"Mar 13, 2023",4.732
"Mar 20, 2023",4.656
"Mar 27, 2023",4.634
"Apr 03, 2023",4.625
"Apr 10, 2023",4.682
"Apr 17, 2023",4.725
"Apr 24, 2023",4.694
"May 01, 2023",4.661
"May 08, 2023",4.638
"May 15, 2023",4.615
"May 22, 2023",4.609
"May 29, 2023",4.643
"Jun 05, 2023",4.648
"Jun 12, 2023",4.709
"Jun 19, 2023",4.689
"Jun 26, 2023",4.649
"Jul 03, 2023",4.651
"Jul 10, 2023",4.675
"Jul 17, 2023",4.721
"Jul 24, 2023",4.709
"Jul 31, 2023",4.828
"Aug 07, 2023",4.901
"Aug 14, 2023",4.981
"Aug 21, 2023",5.102
"Aug 28, 2023",5.106
"Sep 04, 2023",5.146
"Sep 11, 2023",5.254
"Sep 18, 2023",5.549
"Sep 25, 2023",5.699
"Oct 02, 2023",5.901
"Oct 09, 2023",5.604
"Oct 16, 2023",5.399
"Oct 23, 2023",5.223
"Oct 30, 2023",5.066
"Nov 06, 2023",4.944
"Nov 13, 2023",4.87
"Nov 20, 2023",4.769
"Nov 27, 2023",4.719
"Dec 04, 2023",4.596
"Dec 11, 2023",4.457
"Dec 18, 2023",4.359
"Dec 25, 2023",4.371
"Jan 01, 2024",4.479
"Jan 08, 2024",4.459
"Jan 15, 2024",4.339
"Jan 22, 2024",4.273
"Jan 29, 2024",4.294
"Feb 05, 2024",4.366
"Feb 12, 2024",4.422
"Feb 19, 2024",4.467
"Feb 26, 2024",4.44
"Mar 04, 2024",4.651
"Mar 11, 2024",4.693
"Mar 18, 2024",4.734
"Mar 25, 2024",4.801
"Apr 01, 2024",4.904
"Apr 08, 2024",5.142
"Apr 15, 2024",5.271
"Apr 22, 2024",5.237
"Apr 29, 2024",5.172
"May 06, 2024",5.116
"May 13, 2024",5.046
"May 20, 2024",4.965
"May 27, 2024",4.892
"Jun 03, 2024",4.808
"Jun 10, 2024",4.679
"Jun 17, 2024",4.599
"Jun 24, 2024",4.564
"Jul 01, 2024",4.533
"Jul 08, 2024",4.535
"Jul 15, 2024",4.487
"Jul 22, 2024",4.428
"Jul 29, 2024",4.37
"Aug 05, 2024",4.355
"Aug 12, 2024",4.33
"Aug 19, 2024",4.318
"Aug 26, 2024",4.325
"Sep 02, 2024",4.406
"Sep 09, 2024",4.45
"Sep 16, 2024",4.515
"Sep 23, 2024",4.49
"Sep 30, 2024",4.412
"Oct 07, 2024",4.408
"Oct 14, 2024",4.428
"Oct 21, 2024",4.406
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
