Date,Gas_prices
11/17/2008,2.374
11/24/2008,2.112
12/1/2008,1.955
12/8/2008,1.805
12/15/2008,1.738
12/22/2008,1.806
12/29/2008,1.81
1/5/2009,1.874
1/12/2009,1.988
1/19/2009,2.064
1/26/2009,2.095
2/2/2009,2.113
2/9/2009,2.215
2/16/2009,2.291
2/23/2009,2.261
3/2/2009,2.189
3/9/2009,2.196
3/16/2009,2.162
3/23/2009,2.154
3/30/2009,2.248
4/6/2009,2.308
4/13/2009,2.336
4/20/2009,2.34
4/27/2009,2.34
5/4/2009,2.355
5/11/2009,2.424
5/18/2009,2.524
5/25/2009,2.637
6/1/2009,2.756
6/8/2009,2.891
6/15/2009,2.979
6/22/2009,3.005
6/29/2009,2.984
7/6/2009,2.952
7/13/2009,2.88
7/20/2009,2.829
7/27/2009,2.829
8/3/2009,2.896
8/10/2009,3.04
8/17/2009,3.047
8/24/2009,3.031
8/31/2009,3.037
9/7/2009,3.099
9/14/2009,3.153
9/21/2009,3.14
9/28/2009,3.098
10/5/2009,3.069
10/12/2009,3.015
10/19/2009,2.988
10/26/2009,2.985
11/2/2009,2.987
11/9/2009,2.981
11/16/2009,2.961
11/23/2009,2.94
11/30/2009,2.921
12/7/2009,2.912
12/14/2009,2.903
12/21/2009,2.912
12/28/2009,2.933
1/4/2010,2.987
1/11/2010,3.046
1/18/2010,3.026
1/25/2010,3.008
2/1/2010,2.975
2/8/2010,2.961
2/15/2010,2.926
2/22/2010,2.918
3/1/2010,2.999
3/8/2010,3.046
3/15/2010,3.061
3/22/2010,3.091
3/29/2010,3.087
4/5/2010,3.088
4/12/2010,3.096
4/19/2010,3.09
4/26/2010,3.088
5/3/2010,3.118
5/10/2010,3.139
5/17/2010,3.118
5/24/2010,3.049
5/31/2010,3.024
6/7/2010,3.068
6/14/2010,3.053
6/21/2010,3.1
6/28/2010,3.126
7/5/2010,3.117
7/12/2010,3.113
7/19/2010,3.13
7/26/2010,3.134
8/2/2010,3.129
8/9/2010,3.172
8/16/2010,3.165
8/23/2010,3.14
8/30/2010,3.092
9/6/2010,3.041
9/13/2010,3.026
9/20/2010,3.005
9/27/2010,2.996
10/4/2010,3.013
10/11/2010,3.089
10/18/2010,3.147
10/25/2010,3.143
11/1/2010,3.145
11/8/2010,3.141
11/15/2010,3.175
11/22/2010,3.171
11/29/2010,3.152
12/6/2010,3.216
12/13/2010,3.25
12/20/2010,3.247
12/27/2010,3.287
1/3/2011,3.308
1/10/2011,3.332
1/17/2011,3.349
1/24/2011,3.357
1/31/2011,3.364
2/7/2011,3.397
2/14/2011,3.447
2/21/2011,3.555
2/28/2011,3.719
3/7/2011,3.874
3/14/2011,3.954
3/21/2011,3.966
3/28/2011,4.028
4/4/2011,4.057
4/11/2011,4.161
4/18/2011,4.205
4/25/2011,4.217
5/2/2011,4.257
5/9/2011,4.254
5/16/2011,4.218
5/23/2011,4.121
5/30/2011,4.056
6/6/2011,3.994
6/13/2011,3.94
6/20/2011,3.9
6/27/2011,3.839
7/4/2011,3.794
7/11/2011,3.778
7/18/2011,3.8
7/25/2011,3.818
8/1/2011,3.811
8/8/2011,3.798
8/15/2011,3.734
8/22/2011,3.734
8/29/2011,3.809
9/5/2011,3.944
9/12/2011,3.944
9/19/2011,3.923
9/26/2011,3.887
10/3/2011,3.835
10/10/2011,3.815
10/17/2011,3.864
10/24/2011,3.858
10/31/2011,3.846
11/7/2011,3.855
11/14/2011,3.84
11/21/2011,3.786
11/28/2011,3.718
12/5/2011,3.655
12/12/2011,3.611
12/19/2011,3.556
12/26/2011,3.576
1/2/2012,3.635
1/9/2012,3.707
1/16/2012,3.7
1/23/2012,3.714
1/30/2012,3.741
2/6/2012,3.758
2/13/2012,3.835
2/20/2012,4.035
2/27/2012,4.292
3/5/2012,4.358
3/12/2012,4.376
3/19/2012,4.375
3/26/2012,4.359
4/2/2012,4.322
4/9/2012,4.28
4/16/2012,4.235
4/23/2012,4.203
4/30/2012,4.186
5/7/2012,4.213
5/14/2012,4.367
5/21/2012,4.336
5/28/2012,4.312
6/4/2012,4.26
6/11/2012,4.164
6/18/2012,4.029
6/25/2012,3.887
7/2/2012,3.773
7/9/2012,3.733
7/16/2012,3.753
7/23/2012,3.808
7/30/2012,3.802
8/6/2012,3.868
8/13/2012,4.096
8/20/2012,4.129
8/27/2012,4.158
9/3/2012,4.176
9/10/2012,4.178
9/17/2012,4.155
9/24/2012,4.151
10/1/2012,4.176
10/8/2012,4.659
10/15/2012,4.623
10/22/2012,4.432
10/29/2012,4.169
11/5/2012,3.996
11/12/2012,3.858
11/19/2012,3.783
11/26/2012,3.747
12/3/2012,3.696
12/10/2012,3.619
12/17/2012,3.525
12/24/2012,3.506
12/31/2012,3.554
1/7/2013,3.605
1/14/2013,3.615
1/21/2013,3.63
1/28/2013,3.676
2/4/2013,3.904
2/11/2013,4.044
2/18/2013,4.154
2/25/2013,4.211
3/4/2013,4.212
3/11/2013,4.174
3/18/2013,4.12
3/25/2013,4.069
4/1/2013,4.053
4/8/2013,4.033
4/15/2013,3.992
4/22/2013,3.934
4/29/2013,3.905
5/6/2013,3.911
5/13/2013,4.04
5/20/2013,4.048
5/27/2013,4.022
6/3/2013,3.977
6/10/2013,3.969
6/17/2013,3.989
6/24/2013,4.075
7/1/2013,4.002
7/8/2013,3.985
7/15/2013,4.015
7/22/2013,4.036
7/29/2013,4.002
8/5/2013,3.95
8/12/2013,3.901
8/19/2013,3.83
8/26/2013,3.802
9/2/2013,3.822
9/9/2013,3.899
9/16/2013,4.051
9/23/2013,4.005
9/30/2013,3.932
10/7/2013,3.85
10/14/2013,3.791
10/21/2013,3.766
10/28/2013,3.718
11/4/2013,3.665
11/11/2013,3.603
11/18/2013,3.56
11/25/2013,3.547
12/2/2013,3.576
12/9/2013,3.58
12/16/2013,3.574
12/23/2013,3.594
12/30/2013,3.647
1/6/2014,3.667
1/13/2014,3.635
1/20/2014,3.589
1/27/2014,3.582
2/3/2014,3.59
2/10/2014,3.626
2/17/2014,3.697
2/24/2014,3.795
3/3/2014,3.855
3/10/2014,3.897
3/17/2014,3.958
3/24/2014,3.969
3/31/2014,3.997
4/7/2014,4.028
4/14/2014,4.156
4/21/2014,4.206
4/28/2014,4.254
5/5/2014,4.222
5/12/2014,4.169
5/19/2014,4.159
5/26/2014,4.135
6/2/2014,4.127
6/9/2014,4.106
6/16/2014,4.102
6/23/2014,4.102
6/30/2014,4.132
7/7/2014,4.128
7/14/2014,4.09
7/21/2014,4.034
7/28/2014,3.991
8/4/2014,3.948
8/11/2014,3.926
8/18/2014,3.898
8/25/2014,3.876
9/1/2014,3.843
9/8/2014,3.816
9/15/2014,3.786
9/22/2014,3.728
9/29/2014,3.693
10/6/2014,3.666
10/13/2014,3.598
10/20/2014,3.489
10/27/2014,3.39
11/3/2014,3.3
11/10/2014,3.217
11/17/2014,3.151
11/24/2014,3.072
12/1/2014,3.047
12/8/2014,2.979
12/15/2014,2.878
12/22/2014,2.75
12/29/2014,2.68
1/5/2015,2.671
1/12/2015,2.594
1/19/2015,2.484
1/26/2015,2.44
2/2/2015,2.441
2/9/2015,2.627
2/16/2015,2.798
2/23/2015,2.959
3/2/2015,3.418
3/9/2015,3.439
3/16/2015,3.356
3/23/2015,3.267
3/30/2015,3.209
4/6/2015,3.147
4/13/2015,3.102
4/20/2015,3.158
4/27/2015,3.433
5/4/2015,3.711
5/11/2015,3.732
5/18/2015,3.807
5/25/2015,3.757
6/1/2015,3.693
6/8/2015,3.591
6/15/2015,3.511
6/22/2015,3.48
6/29/2015,3.45
7/6/2015,3.432
7/13/2015,3.88
7/20/2015,3.897
7/27/2015,3.812
8/3/2015,3.724
8/10/2015,3.565
8/17/2015,3.584
8/24/2015,3.483
8/31/2015,3.342
9/7/2015,3.266
9/14/2015,3.155
9/21/2015,3.072
9/28/2015,2.994
10/5/2015,2.949
10/12/2015,2.914
10/19/2015,2.861
10/26/2015,2.847
11/2/2015,2.817
11/9/2015,2.824
11/16/2015,2.78
11/23/2015,2.716
11/30/2015,2.691
12/7/2015,2.679
12/14/2015,2.654
12/21/2015,2.736
12/28/2015,2.825
1/4/2016,2.875
1/11/2016,2.842
1/18/2016,2.712
1/25/2016,2.643
2/1/2016,2.551
2/8/2016,2.486
2/15/2016,2.378
2/22/2016,2.295
2/29/2016,2.406
3/7/2016,2.441
3/14/2016,2.596
3/21/2016,2.681
3/28/2016,2.782
4/4/2016,2.776
4/11/2016,2.75
4/18/2016,2.771
4/25/2016,2.775
5/2/2016,2.809
5/9/2016,2.786
5/16/2016,2.789
5/23/2016,2.804
5/30/2016,2.812
6/6/2016,2.84
6/13/2016,2.864
6/20/2016,2.866
6/27/2016,2.929
7/4/2016,2.91
7/11/2016,2.866
7/18/2016,2.858
7/25/2016,2.792
8/1/2016,2.725
8/8/2016,2.681
8/15/2016,2.643
8/22/2016,2.702
8/29/2016,2.709
9/5/2016,2.706
9/12/2016,2.753
9/19/2016,2.763
9/26/2016,2.764
10/3/2016,2.809
10/10/2016,2.799
10/17/2016,2.805
10/24/2016,2.798
10/31/2016,2.824
11/7/2016,2.809
11/14/2016,2.755
11/21/2016,2.69
11/28/2016,2.672
12/5/2016,2.682
12/12/2016,2.666
12/19/2016,2.67
12/26/2016,2.706
1/2/2017,2.779
1/9/2017,2.804
1/16/2017,2.794
1/23/2017,2.783
1/30/2017,2.791
2/6/2017,2.825
2/13/2017,2.874
2/20/2017,2.898
2/27/2017,2.956
3/6/2017,3
3/13/2017,3.005
3/20/2017,3.001
3/27/2017,2.998
4/3/2017,2.992
4/10/2017,3.008
4/17/2017,3.017
4/24/2017,3.017
5/1/2017,3.002
5/8/2017,2.986
5/15/2017,3.005
5/22/2017,3.094
5/29/2017,3.127
6/5/2017,3.104
6/12/2017,3.038
6/19/2017,2.996
6/26/2017,2.953
7/3/2017,2.946
7/10/2017,2.949
7/17/2017,2.934
7/24/2017,2.941
7/31/2017,2.981
8/7/2017,2.989
8/14/2017,3.014
8/21/2017,3.028
8/28/2017,3.035
9/4/2017,3.164
9/11/2017,3.186
9/18/2017,3.163
9/25/2017,3.143
10/2/2017,3.111
10/9/2017,3.083
10/16/2017,3.077
10/23/2017,3.064
10/30/2017,3.066
11/6/2017,3.243
11/13/2017,3.275
11/20/2017,3.222
11/27/2017,3.2
12/4/2017,3.16
12/11/2017,3.12
12/18/2017,3.106
12/25/2017,3.133
1/1/2018,3.148
1/8/2018,3.199
1/15/2018,3.196
1/22/2018,3.209
1/29/2018,3.296
2/5/2018,3.37
2/12/2018,3.358
2/19/2018,3.349
2/26/2018,3.36
3/5/2018,3.356
3/12/2018,3.392
3/19/2018,3.431
3/26/2018,3.487
4/2/2018,3.541
4/9/2018,3.522
4/16/2018,3.553
4/23/2018,3.567
4/30/2018,3.609
5/7/2018,3.632
5/14/2018,3.599
5/21/2018,3.618
5/28/2018,3.636
6/4/2018,3.632
6/11/2018,3.618
6/18/2018,3.591
6/25/2018,3.562
7/2/2018,3.546
7/9/2018,3.55
7/16/2018,3.535
7/23/2018,3.514
7/30/2018,3.505
8/6/2018,3.501
8/13/2018,3.491
8/20/2018,3.462
8/27/2018,3.471
9/3/2018,3.498
9/10/2018,3.513
9/17/2018,3.52
9/24/2018,3.527
10/1/2018,3.624
10/8/2018,3.707
10/15/2018,3.708
10/22/2018,3.709
10/29/2018,3.683
11/5/2018,3.644
11/12/2018,3.582
11/19/2018,3.526
11/26/2018,3.478
12/3/2018,3.399
12/10/2018,3.318
12/17/2018,3.271
12/24/2018,3.253
12/31/2018,3.219
1/7/2019,3.183
1/14/2019,3.161
1/21/2019,3.148
1/28/2019,3.13
2/4/2019,3.131
2/11/2019,3.155
2/18/2019,3.161
2/25/2019,3.184
3/4/2019,3.195
3/11/2019,3.223
3/18/2019,3.264
3/25/2019,3.389
4/1/2019,3.529
4/8/2019,3.718
4/15/2019,3.922
4/22/2019,3.948
4/29/2019,3.982
5/6/2019,4.006
5/13/2019,3.968
5/20/2019,3.934
5/27/2019,3.878
6/3/2019,3.83
6/10/2019,3.745
6/17/2019,3.678
6/24/2019,3.613
7/1/2019,3.621
7/8/2019,3.627
7/15/2019,3.605
7/22/2019,3.569
7/29/2019,3.551
8/5/2019,3.537
8/12/2019,3.487
8/19/2019,3.463
8/26/2019,3.44
9/2/2019,3.491
9/9/2019,3.494
9/16/2019,3.496
9/23/2019,3.613
9/30/2019,3.953
10/7/2019,4.091
10/14/2019,4.089
10/21/2019,4.03
10/28/2019,3.948
11/4/2019,3.953
11/11/2019,3.921
11/18/2019,3.847
11/25/2019,3.753
12/2/2019,3.674
12/9/2019,3.58
12/16/2019,3.508
12/23/2019,3.457
12/30/2019,3.438
1/6/2020,3.428
1/13/2020,3.419
1/20/2020,3.408
1/27/2020,3.388
2/3/2020,3.371
2/10/2020,3.366
2/17/2020,3.358
2/24/2020,3.36
3/2/2020,3.353
3/9/2020,3.325
3/16/2020,3.222
3/23/2020,3.066
3/30/2020,2.953
4/6/2020,2.872
4/13/2020,2.751
4/20/2020,2.7
4/27/2020,2.652
5/4/2020,2.635
5/11/2020,2.65
5/18/2020,2.688
5/25/2020,2.766
6/1/2020,2.798
6/8/2020,2.855
6/15/2020,2.891
6/22/2020,2.939
6/29/2020,2.963
7/6/2020,2.981
7/13/2020,3.022
7/20/2020,3.031
7/27/2020,3.049
8/3/2020,3.058
8/10/2020,3.054
8/17/2020,3.067
8/24/2020,3.092
8/31/2020,3.1
9/7/2020,3.106
9/14/2020,3.102
9/21/2020,3.086
9/28/2020,3.069
10/5/2020,3.061
10/12/2020,3.049
10/19/2020,3.047
10/26/2020,3.051
11/2/2020,3.033
11/9/2020,3.029
11/16/2020,3.027
11/23/2020,3.025
11/30/2020,3.032
12/7/2020,3.041
12/14/2020,3.04
12/21/2020,3.06
12/28/2020,3.085
1/4/2021,3.1
1/11/2021,3.145
1/18/2021,3.213
1/25/2021,3.245
2/1/2021,3.272
2/8/2021,3.316
2/15/2021,3.35
2/22/2021,3.451
3/1/2021,3.563
3/8/2021,3.638
3/15/2021,3.731
3/22/2021,3.76
3/29/2021,3.77
4/5/2021,3.787
4/12/2021,3.803
4/19/2021,3.835
4/26/2021,3.862
5/3/2021,3.906
5/10/2021,3.952
5/17/2021,3.981
5/24/2021,4.014
5/31/2021,4.057
6/7/2021,4.078
6/14/2021,4.086
6/21/2021,4.087
6/28/2021,4.126
7/5/2021,4.141
7/12/2021,4.165
7/19/2021,4.179
7/26/2021,4.174
8/2/2021,4.213
8/9/2021,4.234
8/16/2021,4.256
8/23/2021,4.232
8/30/2021,4.226
9/6/2021,4.227
9/13/2021,4.225
9/20/2021,4.217
9/27/2021,4.217
10/4/2021,4.241
10/11/2021,4.268
10/18/2021,4.339
10/25/2021,4.393
11/1/2021,4.439
11/8/2021,4.473
11/15/2021,4.532
11/22/2021,4.551
11/29/2021,4.554
12/6/2021,4.53
12/13/2021,4.513
12/20/2021,4.503
12/27/2021,4.485
1/3/2022,4.501
1/10/2022,4.503
1/17/2022,4.497
1/24/2022,4.486
1/31/2022,4.488
2/7/2022,4.507
2/14/2022,4.524
2/21/2022,4.57
2/28/2022,4.671
3/7/2022,5.187
3/14/2022,5.587
3/21/2022,5.71
3/28/2022,5.764
4/4/2022,5.714
4/11/2022,5.619
4/18/2022,5.545
4/25/2022,5.514
5/2/2022,5.526
5/9/2022,5.654
5/16/2022,5.793
5/23/2022,5.904
5/30/2022,5.993
6/6/2022,6.178
6/13/2022,6.271
6/20/2022,6.216
6/27/2022,6.138
7/4/2022,6.042
7/11/2022,5.903
7/18/2022,5.708
7/25/2022,5.573
8/1/2022,5.472
8/8/2022,5.298
8/15/2022,5.218
8/22/2022,5.146
8/29/2022,5.061
9/5/2022,5.053
9/12/2022,5.182
9/19/2022,5.239
9/26/2022,5.615
10/3/2022,6.213
10/10/2022,6.156
10/17/2022,5.847
10/24/2022,5.5
10/31/2022,5.311
11/7/2022,5.228
11/14/2022,5.21
11/21/2022,5.034
11/28/2022,4.813
12/5/2022,4.564
12/12/2022,4.352
12/19/2022,4.198
12/26/2022,4.155
1/2/2023,4.216
1/9/2023,4.228
1/16/2023,4.248
1/23/2023,4.276
1/30/2023,4.358
2/6/2023,4.414
2/13/2023,4.428
2/20/2023,4.518
2/27/2023,4.586
3/6/2023,4.704
3/13/2023,4.732
3/20/2023,4.656
3/27/2023,4.634
4/3/2023,4.625
4/10/2023,4.682
4/17/2023,4.725
4/24/2023,4.694
5/1/2023,4.661
5/8/2023,4.638
5/15/2023,4.615
5/22/2023,4.609
5/29/2023,4.643
6/5/2023,4.648
6/12/2023,4.709
6/19/2023,4.689
6/26/2023,4.649
7/3/2023,4.651
7/10/2023,4.675
7/17/2023,4.721
7/24/2023,4.709
7/31/2023,4.828
8/7/2023,4.901
8/14/2023,4.981
8/21/2023,5.102
8/28/2023,5.106
9/4/2023,5.146
9/11/2023,5.254
9/18/2023,5.549
9/25/2023,5.699
10/2/2023,5.901
10/9/2023,5.604
10/16/2023,5.399
10/23/2023,5.223
10/30/2023,5.066
11/6/2023,4.944
11/13/2023,4.87
11/20/2023,4.769
11/27/2023,4.719
12/4/2023,4.596
12/11/2023,4.457
12/18/2023,4.359
12/25/2023,4.371
