Date,Gas_prices
10/3/2011,3.285
10/10/2011,3.274
10/17/2011,3.353
10/24/2011,3.372
10/31/2011,3.332
11/7/2011,3.297
11/14/2011,3.308
11/21/2011,3.236
11/28/2011,3.172
12/5/2011,3.158
12/12/2011,3.159
12/19/2011,3.112
12/26/2011,3.129
1/2/2012,3.157
1/9/2012,3.261
1/16/2012,3.268
1/23/2012,3.29
1/30/2012,3.36
2/6/2012,3.409
2/13/2012,3.51
2/20/2012,3.555
2/27/2012,3.63
3/5/2012,3.669
3/12/2012,3.734
3/19/2012,3.787
3/26/2012,3.845
4/2/2012,3.891
4/9/2012,3.891
4/16/2012,3.877
4/23/2012,3.814
4/30/2012,3.749
5/7/2012,3.688
5/14/2012,3.63
5/21/2012,3.561
5/28/2012,3.501
6/4/2012,3.452
6/11/2012,3.393
6/18/2012,3.346
6/25/2012,3.286
7/2/2012,3.227
7/9/2012,3.256
7/16/2012,3.311
7/23/2012,3.407
7/30/2012,3.417
8/6/2012,3.494
8/13/2012,3.571
8/20/2012,3.62
8/27/2012,3.638
9/3/2012,3.73
9/10/2012,3.717
9/17/2012,3.721
9/24/2012,3.666
10/1/2012,3.617
10/8/2012,3.601
10/15/2012,3.594
10/22/2012,3.506
10/29/2012,3.386
11/5/2012,3.314
11/12/2012,3.252
11/19/2012,3.211
11/26/2012,3.207
12/3/2012,3.198
12/10/2012,3.168
12/17/2012,3.098
12/24/2012,3.108
12/31/2012,3.161
1/7/2013,3.243
1/14/2013,3.237
1/21/2013,3.227
1/28/2013,3.244
2/4/2013,3.417
2/11/2013,3.475
2/18/2013,3.597
2/25/2013,3.711
3/4/2013,3.658
3/11/2013,3.622
3/18/2013,3.611
3/25/2013,3.606
4/1/2013,3.583
4/8/2013,3.529
4/15/2013,3.451
4/22/2013,3.417
4/29/2013,3.386
5/6/2013,3.392
5/13/2013,3.454
5/20/2013,3.494
5/27/2013,3.466
6/3/2013,3.439
6/10/2013,3.431
6/17/2013,3.479
6/24/2013,3.495
7/1/2013,3.422
7/8/2013,3.4
7/15/2013,3.556
7/22/2013,3.62
7/29/2013,3.593
8/5/2013,3.556
8/12/2013,3.503
8/19/2013,3.48
8/26/2013,3.496
9/2/2013,3.501
9/9/2013,3.464
9/16/2013,3.386
9/23/2013,3.312
9/30/2013,3.253
10/7/2013,3.201
10/14/2013,3.173
10/21/2013,3.207
10/28/2013,3.139
11/4/2013,3.097
11/11/2013,3.034
11/18/2013,3.066
11/25/2013,3.217
12/2/2013,3.198
12/9/2013,3.179
12/16/2013,3.12
12/23/2013,3.149
12/30/2013,3.208
1/6/2014,3.209
1/13/2014,3.193
1/20/2014,3.18
1/27/2014,3.167
2/3/2014,3.153
2/10/2014,3.159
2/17/2014,3.266
2/24/2014,3.272
3/3/2014,3.307
3/10/2014,3.342
3/17/2014,3.365
3/24/2014,3.414
3/31/2014,3.438
4/7/2014,3.467
4/14/2014,3.554
4/21/2014,3.573
4/28/2014,3.568
5/5/2014,3.534
5/12/2014,3.506
5/19/2014,3.524
5/26/2014,3.525
6/2/2014,3.537
6/9/2014,3.516
6/16/2014,3.527
6/23/2014,3.593
6/30/2014,3.578
7/7/2014,3.559
7/14/2014,3.546
7/21/2014,3.494
7/28/2014,3.452
8/4/2014,3.405
8/11/2014,3.362
8/18/2014,3.361
8/25/2014,3.337
9/1/2014,3.311
9/8/2014,3.323
9/15/2014,3.275
9/22/2014,3.226
9/29/2014,3.272
10/6/2014,3.205
10/13/2014,3.097
10/20/2014,3.001
10/27/2014,2.919
11/3/2014,2.854
11/10/2014,2.802
11/17/2014,2.774
11/24/2014,2.694
12/1/2014,2.627
12/8/2014,2.533
12/15/2014,2.409
12/22/2014,2.251
12/29/2014,2.141
1/5/2015,2.063
1/12/2015,1.987
1/19/2015,1.918
1/26/2015,1.937
2/2/2015,1.944
2/9/2015,2.063
2/16/2015,2.156
2/23/2015,2.194
3/2/2015,2.313
3/9/2015,2.318
3/16/2015,2.309
3/23/2015,2.29
3/30/2015,2.285
4/6/2015,2.286
4/13/2015,2.287
4/20/2015,2.34
4/27/2015,2.389
5/4/2015,2.468
5/11/2015,2.526
5/18/2015,2.553
5/25/2015,2.569
6/1/2015,2.563
6/8/2015,2.629
6/15/2015,2.705
6/22/2015,2.672
6/29/2015,2.638
7/6/2015,2.619
7/13/2015,2.635
7/20/2015,2.606
7/27/2015,2.555
8/3/2015,2.514
8/10/2015,2.455
8/17/2015,2.456
8/24/2015,2.393
8/31/2015,2.304
9/7/2015,2.229
9/14/2015,2.176
9/21/2015,2.121
9/28/2015,2.104
10/5/2015,2.127
10/12/2015,2.139
10/19/2015,2.095
10/26/2015,2.043
11/2/2015,2.01
11/9/2015,2.067
11/16/2015,2.018
11/23/2015,1.955
11/30/2015,1.913
12/7/2015,1.919
12/14/2015,1.887
12/21/2015,1.889
12/28/2015,1.863
1/4/2016,1.848
1/11/2016,1.826
1/18/2016,1.77
1/25/2016,1.728
2/1/2016,1.688
2/8/2016,1.663
2/15/2016,1.625
2/22/2016,1.617
2/29/2016,1.646
3/7/2016,1.701
3/14/2016,1.84
3/21/2016,1.91
3/28/2016,1.968
4/4/2016,1.982
4/11/2016,1.942
4/18/2016,2.01
4/25/2016,2.01
5/2/2016,2.078
5/9/2016,2.085
5/16/2016,2.082
5/23/2016,2.173
5/30/2016,2.191
6/6/2016,2.247
6/13/2016,2.245
6/20/2016,2.208
6/27/2016,2.216
7/4/2016,2.193
7/11/2016,2.159
7/18/2016,2.123
7/25/2016,2.101
8/1/2016,2.063
8/8/2016,2.049
8/15/2016,2.057
8/22/2016,2.081
8/29/2016,2.113
9/5/2016,2.117
9/12/2016,2.075
9/19/2016,2.05
9/26/2016,2.037
10/3/2016,2.088
10/10/2016,2.117
10/17/2016,2.119
10/24/2016,2.153
10/31/2016,2.146
11/7/2016,2.11
11/14/2016,2.072
11/21/2016,2.016
11/28/2016,2.005
12/5/2016,2.07
12/12/2016,2.093
12/19/2016,2.152
12/26/2016,2.171
1/2/2017,2.248
1/9/2017,2.276
1/16/2017,2.245
1/23/2017,2.218
1/30/2017,2.184
2/6/2017,2.163
2/13/2017,2.185
2/20/2017,2.169
2/27/2017,2.168
3/6/2017,2.199
3/13/2017,2.183
3/20/2017,2.172
3/27/2017,2.193
4/3/2017,2.231
4/10/2017,2.304
4/17/2017,2.368
4/24/2017,2.347
5/1/2017,2.313
5/8/2017,2.282
5/15/2017,2.25
5/22/2017,2.277
5/29/2017,2.283
6/5/2017,2.308
6/12/2017,2.277
6/19/2017,2.221
6/26/2017,2.17
7/3/2017,2.124
7/10/2017,2.162
7/17/2017,2.148
7/24/2017,2.202
7/31/2017,2.204
8/7/2017,2.281
8/14/2017,2.266
8/21/2017,2.233
8/28/2017,2.272
9/4/2017,2.662
9/11/2017,2.635
9/18/2017,2.59
9/25/2017,2.55
10/2/2017,2.514
10/9/2017,2.441
10/16/2017,2.377
10/23/2017,2.331
10/30/2017,2.331
11/6/2017,2.362
11/13/2017,2.41
11/20/2017,2.375
11/27/2017,2.352
12/4/2017,2.351
12/11/2017,2.314
12/18/2017,2.262
12/25/2017,2.28
1/1/2018,2.354
1/8/2018,2.353
1/15/2018,2.387
1/22/2018,2.416
1/29/2018,2.446
2/5/2018,2.457
2/12/2018,2.425
2/19/2018,2.372
2/26/2018,2.352
3/5/2018,2.398
3/12/2018,2.401
3/19/2018,2.423
3/26/2018,2.496
4/2/2018,2.533
4/9/2018,2.519
4/16/2018,2.594
4/23/2018,2.642
4/30/2018,2.701
5/7/2018,2.698
5/14/2018,2.696
5/21/2018,2.762
5/28/2018,2.812
6/4/2018,2.827
6/11/2018,2.795
6/18/2018,2.751
6/25/2018,2.707
7/2/2018,2.696
7/9/2018,2.716
7/16/2018,2.678
7/23/2018,2.648
7/30/2018,2.673
8/6/2018,2.655
8/13/2018,2.646
8/20/2018,2.628
8/27/2018,2.641
9/3/2018,2.61
9/10/2018,2.649
9/17/2018,2.631
9/24/2018,2.623
10/1/2018,2.658
10/8/2018,2.677
10/15/2018,2.679
10/22/2018,2.633
10/29/2018,2.569
11/5/2018,2.503
11/12/2018,2.429
11/19/2018,2.351
11/26/2018,2.251
12/3/2018,2.163
12/10/2018,2.117
12/17/2018,2.084
12/24/2018,2.028
12/31/2018,1.979
1/7/2019,1.94
1/14/2019,1.973
1/21/2019,1.964
1/28/2019,2.029
2/4/2019,1.994
2/11/2019,2.026
2/18/2019,2.122
2/25/2019,2.177
3/4/2019,2.235
3/11/2019,2.276
3/18/2019,2.361
3/25/2019,2.448
4/1/2019,2.523
4/8/2019,2.521
4/15/2019,2.619
4/22/2019,2.609
4/29/2019,2.671
5/6/2019,2.641
5/13/2019,2.597
5/20/2019,2.614
5/27/2019,2.554
6/3/2019,2.504
6/10/2019,2.433
6/17/2019,2.429
6/24/2019,2.381
7/1/2019,2.447
7/8/2019,2.511
7/15/2019,2.544
7/22/2019,2.572
7/29/2019,2.526
8/5/2019,2.486
8/12/2019,2.414
8/19/2019,2.357
8/26/2019,2.361
9/2/2019,2.31
9/9/2019,2.334
9/16/2019,2.315
9/23/2019,2.438
9/30/2019,2.392
10/7/2019,2.34
10/14/2019,2.31
10/21/2019,2.344
10/28/2019,2.3
11/4/2019,2.28
11/11/2019,2.334
11/18/2019,2.278
11/25/2019,2.304
12/2/2019,2.278
12/9/2019,2.24
12/16/2019,2.293
12/23/2019,2.268
12/30/2019,2.346
1/6/2020,2.325
1/13/2020,2.324
1/20/2020,2.274
1/27/2020,2.244
2/3/2020,2.18
2/10/2020,2.134
2/17/2020,2.127
2/24/2020,2.204
3/2/2020,2.163
3/9/2020,2.111
3/16/2020,2.025
3/23/2020,1.915
3/30/2020,1.825
4/6/2020,1.691
4/13/2020,1.598
4/20/2020,1.563
4/27/2020,1.528
5/4/2020,1.506
5/11/2020,1.522
5/18/2020,1.585
5/25/2020,1.636
6/1/2020,1.657
6/8/2020,1.707
6/15/2020,1.836
6/22/2020,1.875
6/29/2020,1.943
7/6/2020,1.925
7/13/2020,1.936
7/20/2020,1.948
7/27/2020,1.921
8/3/2020,1.915
8/10/2020,1.863
8/17/2020,1.925
8/24/2020,1.935
8/31/2020,1.95
9/7/2020,1.95
9/14/2020,1.916
9/21/2020,1.891
9/28/2020,1.889
10/5/2020,1.87
10/12/2020,1.882
10/19/2020,1.874
10/26/2020,1.886
11/2/2020,1.828
11/9/2020,1.784
11/16/2020,1.828
11/23/2020,1.809
11/30/2020,1.82
12/7/2020,1.89
12/14/2020,1.883
12/21/2020,1.984
12/28/2020,1.971
1/4/2021,1.962
1/11/2021,2.057
1/18/2021,2.173
1/25/2021,2.149
2/1/2021,2.154
2/8/2021,2.209
2/15/2021,2.268
2/22/2021,2.403
3/1/2021,2.45
3/8/2021,2.535
3/15/2021,2.652
3/22/2021,2.656
3/29/2021,2.633
4/5/2021,2.614
4/12/2021,2.602
4/19/2021,2.586
4/26/2021,2.617
5/3/2021,2.608
5/10/2021,2.708
5/17/2021,2.833
5/24/2021,2.796
5/31/2021,2.756
6/7/2021,2.739
6/14/2021,2.808
6/21/2021,2.769
6/28/2021,2.823
7/5/2021,2.839
7/12/2021,2.878
7/19/2021,2.882
7/26/2021,2.845
8/2/2021,2.886
8/9/2021,2.879
8/16/2021,2.906
8/23/2021,2.853
8/30/2021,2.812
9/6/2021,2.874
9/13/2021,2.851
9/20/2021,2.831
9/27/2021,2.879
10/4/2021,2.861
10/11/2021,2.965
10/18/2021,2.992
10/25/2021,3.084
11/1/2021,3.086
11/8/2021,3.134
11/15/2021,3.096
11/22/2021,3.048
11/29/2021,3.003
12/6/2021,3.015
12/13/2021,2.96
12/20/2021,2.967
12/27/2021,2.927
1/3/2022,2.972
1/10/2022,2.943
1/17/2022,2.993
1/24/2022,3.054
1/31/2022,3.063
2/7/2022,3.168
2/14/2022,3.216
2/21/2022,3.273
2/28/2022,3.355
3/7/2022,3.84
3/14/2022,4.054
3/21/2022,3.965
3/28/2022,3.893
4/4/2022,3.821
4/11/2022,3.733
4/18/2022,3.749
4/25/2022,3.834
5/2/2022,3.924
5/9/2022,4.062
5/16/2022,4.213
5/23/2022,4.342
5/30/2022,4.286
6/6/2022,4.64
6/13/2022,4.72
6/20/2022,4.719
6/27/2022,4.6
7/4/2022,4.418
7/11/2022,4.25
7/18/2022,4.038
7/25/2022,3.871
8/1/2022,3.735
8/8/2022,3.583
8/15/2022,3.476
8/22/2022,3.479
8/29/2022,3.404
9/5/2022,3.264
9/12/2022,3.152
9/19/2022,3.214
9/26/2022,3.144
10/3/2022,3.097
10/10/2022,3.297
10/17/2022,3.336
10/24/2022,3.227
10/31/2022,3.191
11/7/2022,3.212
11/14/2022,3.139
11/21/2022,3.011
11/28/2022,2.899
12/5/2022,2.79
12/12/2022,2.737
12/19/2022,2.642
12/26/2022,2.707
1/2/2023,2.924
1/9/2023,2.909
1/16/2023,3.011
1/23/2023,3.128
1/30/2023,3.156
2/6/2023,3.128
2/13/2023,3.039
2/20/2023,3.037
2/27/2023,2.929
3/6/2023,3.025
3/13/2023,3.146
3/20/2023,3.065
3/27/2023,3.151
4/3/2023,3.223
4/10/2023,3.327
4/17/2023,3.448
4/24/2023,3.341
5/1/2023,3.196
5/8/2023,3.08
5/15/2023,3.153
5/22/2023,3.084
5/29/2023,3.183
6/5/2023,3.109
6/12/2023,3.232
6/19/2023,3.161
6/26/2023,3.301
7/3/2023,3.203
7/10/2023,3.27
7/17/2023,3.234
7/24/2023,3.342
7/31/2023,3.513
8/7/2023,3.534
8/14/2023,3.471
8/21/2023,3.541
8/28/2023,3.446
9/4/2023,3.429
9/11/2023,3.422
9/18/2023,3.483
9/25/2023,3.4
10/2/2023,3.393
10/9/2023,3.236
10/16/2023,3.082
10/23/2023,3.079
10/30/2023,2.99
11/6/2023,2.893
11/13/2023,2.828
11/20/2023,2.834
11/27/2023,2.739
12/4/2023,2.787
12/11/2023,2.652
12/18/2023,2.558
12/25/2023,2.735
